
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  The system cannot find the path specified.
  2026-08-22 15:37:54 /api/captcha/control/status .............................................................. ~ 2s
  The system cannot find the path specified.
  2026-08-22 15:37:55 /api/captcha/control/status .............................................................. ~ 2s
  2026-08-22 15:37:56 /api/captcha/pool-tokens ................................................................. ~ 2s
  The system cannot find the path specified.
  2026-08-22 15:37:57 /api/captcha/control/status .............................................................. ~ 2s
  2026-08-22 15:37:59 /api/captcha/pool-tokens ................................................................. ~ 2s
  The system cannot find the path specified.
  2026-08-22 15:38:00 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:01 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:03 /api/captcha/control/status .............................................................. ~ 2s
  2026-08-22 15:38:04 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:06 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:07 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:09 /api/captcha/control/status .............................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:10 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:12 /api/captcha/pool-tokens ................................................................. ~ 2s
  2026-08-22 15:38:13 /api/captcha/request/5aff4a72-eddd-4ee1-a86f-8d3b3905964e ................................ ~ 2s
  The system cannot find the path specified.
  2026-08-22 15:38:14 /api/captcha/control/status .............................................................. ~ 2s
  2026-08-22 15:38:16 /api/captcha/pool-tokens ................................................................. ~ 2s
  The system cannot find the path specified.
  2026-08-22 15:38:17 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:18 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:20 /api/captcha/control/status .............................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:22 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:23 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:25 /api/captcha/control/status .............................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:26 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:28 /api/captcha/pool-tokens ................................................................. ~ 3s
  2026-08-22 15:38:30 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:31 /api/captcha/control/status .............................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:33 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:34 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:36 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:38 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:40 /api/captcha/control/status .............................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:41 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:43 /api/captcha/pool-tokens ................................................................. ~ 2s
  The system cannot find the path specified.
  2026-08-22 15:38:44 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:46 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:47 /api/captcha/control/status .............................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:49 /api/captcha/control/status .............................................................. ~ 3s
  2026-08-22 15:38:51 /api/captcha/pool-tokens ................................................................. ~ 3s
  The system cannot find the path specified.
  2026-08-22 15:38:52 /api/captcha/control/status .............................................................. ~ 3s
  The system cannot find the path specified.
